total_area_sqft,property_type,sector,plot_area_missing,bathrooms,society,area_per_bedroom,servant_room,bedrooms,furnishing_type,balcony,facing,luxury_category,age_possession,pooja_room,price_in_cr
6050.0,Flat,sector 65,1,5,trump tower,1512.5,1,4,Furnished,3+,north,Luxury,Relatively New,1,23.0
560.0,Independent House,sector 105,0,2,urban home,280.0,0,2,Unfurnished,1,north-west,Budget,Under Construction,0,0.85
1180.0,Independent House,sector 61,0,2,Smart World Orchard,590.0,0,2,Unfurnished,1,east,Budget,Relatively New,0,2.18
7000.0,Independent House,sector 72,0,5,Tata Primanti,1750.0,1,4,Furnished,3+,north-east,Luxury,Relatively New,1,12.0
4500.0,Independent Builder Floor,sector 55,1,5,"Sushant Lok Phase 2, Gurgaon",1125.0,1,4,Semi-Furnished,3,north-east,Semi-Luxury,New Property,1,5.0
2844.0,Independent Builder Floor,sector 28,1,4,"DLF Phase 4, Gurgaon",711.0,1,4,Semi-Furnished,2,west,Budget,Relatively New,1,5.8
1689.0,Flat,sector 102,1,3,adani m2k oyster grande,563.0,0,3,Unfurnished,3,east,Luxury,Relatively New,0,2.02
1200.0,Flat,sector 106,1,3,godrej meridien,400.0,0,3,Semi-Furnished,3,north-east,Semi-Luxury,Relatively New,0,2.9
1880.0,Independent Builder Floor,sector 89,1,3,Ace Palm Floors,626.6666666666666,0,3,Unfurnished,2,north,Luxury,Old Property,0,2.65
2844.0,Independent Builder Floor,sector 49,1,4,"Uppals Southend, Gurgaon",711.0,1,4,Semi-Furnished,3+,north,Budget,Relatively New,1,3.75
3240.0,Independent House,sector 82,0,4,Vatika Signature Villas,1080.0,1,3,Unfurnished,3+,north-east,Luxury,Relatively New,1,7.25
4690.0,Flat,sector 62,1,6,pioneer araya,1172.5,1,4,Furnished,3,east,Luxury,Moderately Old,0,16.25
1704.0,Flat,sector 69,1,3,tulip yellow,568.0,0,3,Unfurnished,3+,north-east,Budget,Relatively New,0,2.4
2610.0,Independent House,sector 50,0,6,Unitech Espace,652.5,1,4,Semi-Furnished,2,west,Luxury,Old Property,0,10.75
3430.0,Flat,sector 54,1,6,dlf the belaire,857.5,1,4,Furnished,3+,south-east,Luxury,Moderately Old,0,13.5
2164.0,Flat,sector 58,1,4,ireo the grand arch,721.3333333333334,0,3,Unfurnished,3,south-east,Budget,Moderately Old,0,4.9
1999.0,Flat,sector 68,1,4,pareena mi casa,666.3333333333334,1,3,Unfurnished,3+,north-east,Semi-Luxury,New Property,0,2.3
2560.0,Flat,sector 85,1,5,orris aster court premier,640.0,1,4,Unfurnished,3+,north,Budget,Relatively New,0,2.5
2700.0,Independent House,sector 67,0,7,Ansal API Esencia,385.7142857142857,0,7,Unfurnished,3+,west,Luxury,Moderately Old,0,8.4
3390.0,Flat,sector 53,1,5,parsvnath exotica,847.5,0,4,Furnished,2,north,Semi-Luxury,Old Property,0,10.2
3078.0,Independent House,sector 5,0,3,"Sector 5, Gurgaon",1026.0,1,3,Unfurnished,2,east,Semi-Luxury,Moderately Old,1,2.6
3870.0,Independent House,sector 50,0,4,Unitech Deerwood Chase,1290.0,1,3,Semi-Furnished,2,north-east,Luxury,Relatively New,1,11.25
990.0,Independent House,sector 9,0,3,"Devilal Colony, Gurgaon",330.0,0,3,Unfurnished,0,not available,Budget,Old Property,0,0.55
3600.0,Independent House,sector 67,0,4,Ansal API Esencia,900.0,1,4,Unfurnished,3+,north,Semi-Luxury,Relatively New,0,7.9
2610.0,Independent House,sector 109,0,6,Sobha International City Phase 3,522.0,1,5,Unfurnished,3+,not available,Semi-Luxury,Relatively New,1,9.0
4500.0,Independent House,sector 26,0,7,DLF City Phase 1,750.0,1,6,Furnished,3+,east,Luxury,Moderately Old,1,23.5
2343.0,Flat,sector 108,1,5,sobha city,781.0,1,3,Unfurnished,2,east,Budget,New Property,0,4.69
4500.0,Independent Builder Floor,sector 28,1,5,Super Luxury Park facing,1125.0,1,4,Semi-Furnished,3,west,Budget,New Property,1,10.0
2875.0,Flat,sector 103,1,6,indiabulls centrum park,718.75,1,4,Unfurnished,3+,east,Budget,Moderately Old,0,2.9
2250.0,Independent Builder Floor,sector 67,1,4,Ansal API Esencia,562.5,1,4,Semi-Furnished,2,east,Luxury,Relatively New,1,2.49
1920.0,Flat,sector 67,1,4,ireo the corridors,640.0,1,3,Unfurnished,2,east,Budget,Moderately Old,0,3.2
1799.0,Flat,sector 82,1,3,dlf the primus,599.6666666666666,0,3,Unfurnished,3+,north,Budget,Moderately Old,0,2.85
1200.0,Independent House,sector 7,1,3,"Rattan Garden, Gurgaon",300.0,0,4,Unfurnished,2,east,Semi-Luxury,Old Property,1,1.9
1692.0,Flat,sector 102,1,3,shapoorji pallonji joyville gurugram,564.0,0,3,Unfurnished,3,east,Semi-Luxury,Relatively New,0,2.3
1386.0,Flat,sector 93,1,2,spaze privvy the address,693.0,0,2,Unfurnished,3,north,Luxury,Moderately Old,0,1.3
5400.0,Independent House,sector 109,0,4,International City by SOBHA Phase 2,1350.0,1,4,Unfurnished,2,west,Budget,Relatively New,0,8.0
2025.0,Flat,sector 102,1,4,emaar imperial gardens,675.0,1,3,Unfurnished,3+,south-west,Luxury,Relatively New,0,2.38
3105.0,Independent Builder Floor,sector 25,1,5,DLF Luxury Builder Floors,776.25,1,4,Semi-Furnished,2,north,Luxury,New Property,1,4.95
2700.0,Independent House,sector 26,0,8,"DLF Phase 1, Gurgaon",385.7142857142857,1,7,Semi-Furnished,3,north-east,Semi-Luxury,Relatively New,1,12.0
1790.0,Flat,sector 82,1,4,mapsko royale ville,596.6666666666666,1,3,Unfurnished,2,east,Semi-Luxury,Moderately Old,1,1.88
2430.0,Independent Builder Floor,sector 1,1,4,"Palam Vihar, Gurgaon",607.5,1,4,Unfurnished,2,east,Semi-Luxury,Relatively New,1,2.7
2821.0,Flat,sector 67,1,3,ireo victory valley,940.3333333333334,1,3,Semi-Furnished,3+,south-west,Luxury,Relatively New,1,5.4
1836.0,Independent House,sector 41,0,6,North East Facing,306.0,0,6,Unfurnished,3+,north-east,Semi-Luxury,Moderately Old,0,5.8
1180.0,Flat,sector 66,1,2,emaar mgf the palm drive,590.0,0,2,Furnished,3,north,Luxury,Relatively New,1,2.2
4848.0,Flat,sector 112,1,6,experion windchants,1212.0,1,4,Unfurnished,3+,north-east,Semi-Luxury,Relatively New,0,8.25
1935.0,Independent House,sector 25,0,6,"DLF Phase 2, Gurgaon",387.0,1,5,Unfurnished,3+,north-west,Budget,Moderately Old,1,7.7
1275.0,Flat,sector 33,1,2,ashiana anmol,637.5,0,2,Unfurnished,2,north-east,Semi-Luxury,Relatively New,0,1.35
3470.0,Flat,sector 81,1,6,bestech park view grand spa,867.5,1,4,Unfurnished,2,south-east,Semi-Luxury,Relatively New,0,4.56
2226.0,Flat,sector 92,1,4,sare crescent parc,556.5,1,4,Unfurnished,3+,east,Luxury,New Property,0,1.86
1200.0,Flat,sector 66,1,2,emaar mgf palm studios,600.0,0,2,Semi-Furnished,2,north-east,Semi-Luxury,Relatively New,0,2.32
3400.0,Flat,sector 110,1,5,indiabulls enigma,850.0,1,4,Unfurnished,3,east,Luxury,Relatively New,0,4.65
1100.0,Independent House,sector 57,0,2,Ansal Florence Super,366.6666666666667,0,3,Unfurnished,0,not available,Budget,Moderately Old,0,2.15
3661.0,Independent House,sector 71,0,4,Unitech Nirvana Country 2,915.25,1,4,Unfurnished,3+,north,Luxury,Relatively New,1,7.56
2060.0,Flat,sector 60,1,4,ireo skyon,686.6666666666666,0,3,Unfurnished,3+,east,Budget,Moderately Old,0,4.45
3078.0,Independent House,sector 43,0,9,"Block C, Sushant Lok Phase 1, Gurgaon",342.0,0,9,Unfurnished,2,north,Semi-Luxury,Relatively New,1,15.0
2364.0,Flat,sector 86,1,4,dlf new town heights 2,591.0,1,4,Unfurnished,3+,east,Luxury,Moderately Old,1,2.55
3618.0,Independent House,sector 25,0,9,"Block M DLF phase 2, Gurgaon",402.0,1,9,Semi-Furnished,3+,south-west,Semi-Luxury,Moderately Old,1,14.5
1494.0,Independent Builder Floor,sector 89,1,3,Smart World Gems,498.0,0,3,Unfurnished,2,not available,Budget,New Property,0,1.6
1365.0,Independent Builder Floor,sector 89,1,3,Smart World Gems,455.0,0,3,Unfurnished,2,north-east,Semi-Luxury,Relatively New,0,1.6
2527.0,Flat,sector 62,1,4,conscient heritage one,631.75,1,4,Semi-Furnished,3+,west,Luxury,Relatively New,1,5.11
2040.0,Flat,sector 65,1,3,m3m heights,680.0,1,3,Furnished,3,east,Luxury,Relatively New,1,3.8
1578.0,Flat,sector 69,1,3,tulip violet,526.0,0,3,Unfurnished,2,south-east,Budget,Relatively New,1,2.35
1274.0,Independent Builder Floor,sector 33,1,2,Central Park Flower Valley Flamingo Floors,424.6666666666667,0,3,Unfurnished,3+,north-east,Semi-Luxury,Relatively New,0,2.15
2295.0,Flat,sector 59,1,3,conscient elevate,765.0,1,3,Unfurnished,3,west,Luxury,Relatively New,0,5.65
2430.0,Independent Builder Floor,sector 67,1,4,Ansal API Versalia,607.5,1,4,Semi-Furnished,2,east,Budget,Relatively New,1,2.95
3240.0,Independent House,sector 66,0,5,Emaar MGF Marbella,810.0,1,4,Semi-Furnished,3,north-east,Luxury,Moderately Old,1,15.05
1758.0,Flat,sector 108,1,4,experion the heartsong,586.0,1,3,Unfurnished,3+,north-east,Budget,Relatively New,0,1.85
2802.0,Flat,sector 112,1,3,experion windchants,934.0,1,3,Unfurnished,3,east,Budget,Relatively New,0,4.9
2160.0,Independent Builder Floor,sector 41,1,3,"Block K South City 1, Gurgaon",720.0,0,3,Semi-Furnished,2,north-west,Budget,Relatively New,1,4.0
2250.0,Independent House,sector 14,0,8,"Sector 14, Gurgaon",281.25,0,8,Semi-Furnished,3+,west,Budget,Old Property,0,5.5
1310.0,Flat,sector 65,1,2,m3m heights,655.0,0,2,Unfurnished,3,north-east,Semi-Luxury,Relatively New,0,2.48
1245.0,Flat,sector 68,1,2,pareena mi casa,622.5,0,2,Unfurnished,3,north-east,Budget,New Property,0,1.53
2800.0,Independent Builder Floor,sector 63,1,3,Birla Navya,933.3333333333334,1,3,Unfurnished,3,east,Semi-Luxury,New Property,0,4.25
3200.0,Independent Builder Floor,sector 45,1,4,"Sector 45, Gurgaon",800.0,1,4,Semi-Furnished,2,south-west,Budget,New Property,0,4.4
1930.0,Flat,sector 86,1,3,dlf the skycourt,643.3333333333334,0,3,Unfurnished,1,north-west,Semi-Luxury,Relatively New,0,2.2
4500.0,Independent House,sector 26,0,7,"DLF Phase 1, Gurgaon",750.0,1,6,Semi-Furnished,3+,north-east,Luxury,New Property,1,25.0
2061.0,Flat,sector 49,1,4,orchid petals,687.0,0,3,Unfurnished,3,east,Budget,Moderately Old,0,3.19
4518.0,Independent House,sector 33,0,6,Unitech Uniworld Resorts,903.6,1,5,Semi-Furnished,3+,north-east,Luxury,Relatively New,1,15.5
2718.0,Independent Builder Floor,sector 65,1,3,Emaar Emerald Hills,906.0,1,3,Unfurnished,2,north,Budget,Relatively New,0,4.25
2095.0,Flat,sector 109,1,4,ats kocoon,698.3333333333334,1,3,Unfurnished,3,north-east,Budget,Moderately Old,0,2.72
1099.0,Flat,sector 104,1,2,hero homes,549.5,0,2,Unfurnished,2,north-east,Luxury,Relatively New,1,1.6
909.0,Independent House,sector 7,0,2,"Sector 7 Extension, Gurgaon",454.5,0,2,Unfurnished,2,north-east,Luxury,Old Property,0,2.2
2700.0,Independent House,sector 43,0,6,"B Block Sushant Lok Phase 1, Gurgaon",540.0,1,5,Unfurnished,3+,north,Semi-Luxury,Moderately Old,0,15.0
1836.0,Independent House,sector 41,0,6,"Sector 41, Gurgaon",306.0,0,6,Unfurnished,3,south-east,Luxury,Relatively New,0,7.0
8750.0,Independent House,sector 43,1,7,"Sushant Lok Phase 1, Gurgaon",1458.3333333333333,1,6,Semi-Furnished,3+,north-east,Luxury,Relatively New,1,15.5
7350.0,Independent House,sector 41,1,6,"South City 1, Gurgaon",1470.0,1,5,Semi-Furnished,3,north-east,Luxury,Relatively New,1,11.75
2700.0,Independent Builder Floor,sector 67,1,4,Ansal API Versalia,675.0,1,4,Semi-Furnished,2,east,Luxury,New Property,1,2.6
2403.0,Independent Builder Floor,sector 91,1,4,DLF Gardencity,600.75,1,4,Semi-Furnished,2,north,Luxury,Relatively New,0,2.75
2367.0,Independent House,sector 22,0,6,"Phase 3 Sector 22A, Gurgaon",295.875,1,8,Unfurnished,3+,not available,Budget,Old Property,1,6.35
2367.0,Independent Builder Floor,sector 23,1,3,"Sector 23, Gurgaon",789.0,0,3,Unfurnished,2,south,Semi-Luxury,Relatively New,1,2.68
1889.0,Flat,sector 102,1,4,adani m2k oyster grande,629.6666666666666,1,3,Unfurnished,3+,north-east,Budget,Relatively New,1,2.55
1790.0,Flat,sector 81,1,3,bestech park view ananda,596.6666666666666,0,3,Unfurnished,3,south-east,Luxury,Moderately Old,1,2.1
2700.0,Independent Builder Floor,sector 43,1,5,"Sushant Lok Phase 1, Gurgaon",675.0,1,4,Furnished,2,east,Semi-Luxury,New Property,1,3.95
1836.0,Independent Builder Floor,sector 57,1,3,"Sector 57, Gurgaon",612.0,0,3,Semi-Furnished,2,north-east,Semi-Luxury,New Property,0,2.6
1500.0,Independent Builder Floor,sector 93,1,3,ROF Insignia Park,500.0,1,3,Unfurnished,2,east,Luxury,Relatively New,0,1.56
1326.0,Flat,sector 92,1,2,sare crescent parc,442.0,0,3,Unfurnished,2,east,Semi-Luxury,New Property,0,1.24
4500.0,Independent Builder Floor,sector 43,1,4,Sushant Lok 1 Builder Floors,1125.0,1,4,Semi-Furnished,2,north-east,Semi-Luxury,New Property,1,5.9
4500.0,Independent Builder Floor,sector 26,1,4,"Block-A, DLF City Phase 1, Gurgaon",1125.0,0,4,Unfurnished,2,not available,Budget,New Property,0,6.0
2430.0,Independent Builder Floor,sector 1,1,4,"Palam Vihar, Gurgaon",607.5,1,4,Unfurnished,2,south,Budget,Relatively New,1,2.75
2367.0,Independent House,sector 5,0,4,"Sector 5, Gurgaon",591.75,0,4,Unfurnished,2,south-west,Budget,Old Property,1,5.25
891.0,Independent House,sector 12,0,3,"Jacobpura, Gurgaon",222.75,0,4,Unfurnished,0,south-west,Budget,Old Property,0,1.25
1450.0,Flat,sector 77,1,4,emaar mgf palm hills,483.3333333333333,1,3,Unfurnished,3,west,Semi-Luxury,Relatively New,0,1.92
3420.0,Independent Builder Floor,sector 26,1,3,DLF City Phase 1,1140.0,0,3,Unfurnished,3,not available,Budget,New Property,0,4.8
2860.0,Independent Builder Floor,sector 26,1,4,"Block-A, DLF City Phase 1, Gurgaon",715.0,1,4,Semi-Furnished,2,north,Budget,New Property,0,4.0
2700.0,Independent House,sector 84,0,4,SS Linden Floors,675.0,1,4,Unfurnished,3+,east,Semi-Luxury,Relatively New,1,3.1
2844.0,Independent Builder Floor,sector 26,1,4,DLF Phase 1 Ultra Luxury Builder Floors,711.0,0,4,Unfurnished,3+,north,Semi-Luxury,New Property,0,5.2
1704.0,Flat,sector 69,1,3,tulip yellow,568.0,0,3,Unfurnished,3,south-east,Budget,Relatively New,0,2.33
4000.0,Independent Builder Floor,sector 43,1,5,"Sushant Lok Phase 1, Gurgaon",1000.0,1,4,Semi-Furnished,2,east,Budget,New Property,1,5.75
4518.0,Independent House,sector 26,0,4,"DLF Phase 1, Gurgaon",1129.5,1,4,Unfurnished,3+,north-east,Semi-Luxury,Old Property,1,19.0
2250.0,Independent Builder Floor,sector 49,1,4,Uppal Southend,562.5,1,4,Semi-Furnished,2,north,Semi-Luxury,New Property,1,3.0
900.0,Independent House,sector 55,0,3,Ansal,300.0,0,3,Unfurnished,3+,south-east,Luxury,Moderately Old,0,3.55
2250.0,Independent House,sector 33,0,4,Central Park Flower Valley,750.0,1,3,Unfurnished,3+,north-east,Semi-Luxury,Under Construction,1,2.03
2367.0,Independent Builder Floor,sector 57,1,3,"Sector 57, Gurgaon",789.0,1,3,Semi-Furnished,2,north-east,Semi-Luxury,New Property,0,2.85
1957.0,Flat,sector 89,1,3,greenopolis,652.3333333333334,1,3,Unfurnished,3+,not available,Budget,New Property,0,1.56
1549.0,Independent Builder Floor,sector 61,1,3,"Sector 61, Gurgaon",516.3333333333334,0,3,Unfurnished,2,not available,Semi-Luxury,Relatively New,0,2.79
6000.0,Independent House,sector 70,1,4,Bptp Visionnaire,1500.0,1,4,Semi-Furnished,3+,north-west,Luxury,Relatively New,1,7.45
2730.0,Independent Builder Floor,sector 25,1,5,"DLF Phase 2, Gurgaon",682.5,1,4,Semi-Furnished,3,north,Budget,Relatively New,1,4.5
1690.0,Flat,sector 82,1,3,mapsko casa bella,563.3333333333334,0,3,Unfurnished,3+,south-east,Budget,Relatively New,0,1.76
1261.0,Flat,sector 65,1,2,m3m heights,630.5,0,2,Unfurnished,3,north-east,Luxury,Relatively New,0,2.4
1264.0,Flat,sector 33,1,2,eldeco accolade,632.0,0,2,Unfurnished,3,north,Luxury,Relatively New,0,1.17
2250.0,Independent House,sector 14,0,4,Sector 14 RWA,562.5,1,4,Semi-Furnished,3+,east,Luxury,Old Property,0,8.15
1810.0,Independent House,sector 8,0,2,383/13 Partap nagar,452.5,0,4,Unfurnished,0,east,Budget,Under Construction,0,1.1
3000.0,Independent House,sector 1,1,4,"Block C 1 Palam Vihar, Gurgaon",600.0,1,5,Furnished,1,south-west,Semi-Luxury,Relatively New,1,12.0
2450.0,Flat,sector 104,1,4,puri emerald bay,816.6666666666666,1,3,Unfurnished,3+,north-east,Budget,Relatively New,0,3.5
2003.0,Flat,sector 108,1,4,experion the heartsong,667.6666666666666,1,3,Unfurnished,3+,east,Budget,New Property,0,2.25
1450.0,Flat,sector 43,1,3,dlf carlton estate,483.3333333333333,0,3,Semi-Furnished,2,south,Luxury,Old Property,0,3.4
3618.0,Independent Builder Floor,sector 25,1,5,DLF Luxury Builder Floors,904.5,1,4,Semi-Furnished,2,north-east,Semi-Luxury,New Property,1,5.25
1100.0,Flat,sector 33,1,2,unitech the residences,550.0,0,2,Unfurnished,2,east,Budget,Moderately Old,0,1.55
1215.0,Flat,sector 102,1,2,shapoorji pallonji joyville gurugram,607.5,0,2,Unfurnished,3,west,Luxury,Relatively New,0,1.9
1855.0,Flat,sector 109,1,3,chintels serenity,618.3333333333334,0,3,Unfurnished,3,north-east,Luxury,Relatively New,0,2.96
3078.0,Independent Builder Floor,sector 45,1,4,"Sector 45, Gurgaon",769.5,1,4,Semi-Furnished,2,east,Semi-Luxury,New Property,0,3.85
1070.0,Flat,sector 26,1,2,dlf silver oaks,535.0,0,2,Unfurnished,1,west,Luxury,Relatively New,0,2.25
2700.0,Independent Builder Floor,sector 55,1,4,"Sushant Lok 2,Sector 55, Gurgaon",675.0,1,4,Semi-Furnished,2,east,Budget,New Property,1,3.55
3200.0,Flat,sector 24,1,3,ambience lagoon,1066.6666666666667,1,3,Furnished,3,east,Budget,Old Property,1,5.7
2985.0,Flat,sector 59,1,4,mahindra luminare,995.0,1,3,Semi-Furnished,2,north-east,Budget,Relatively New,0,7.75
7317.0,Independent House,sector 43,0,7,"B Block Sushant Lok Phase 1, Gurgaon",1219.5,1,6,Unfurnished,3+,east,Luxury,New Property,1,40.0
3310.0,Flat,sector 50,1,4,unitech harmony,827.5,1,4,Semi-Furnished,3,north,Luxury,Old Property,0,4.9
9207.0,Independent House,sector 26,0,9,"Block-A, DLF City Phase 1, Gurgaon",1150.875,1,8,Furnished,3+,north-east,Semi-Luxury,Moderately Old,1,57.0
1930.0,Flat,sector 86,1,4,dlf new town heights 2,643.3333333333334,1,3,Unfurnished,3,north,Semi-Luxury,Old Property,1,2.05
1611.0,Independent Builder Floor,sector 63,1,3,Anant Raj Estates,537.0,1,3,Unfurnished,2,east,Semi-Luxury,New Property,0,2.16
2880.0,Independent Builder Floor,sector 7,1,4,"Sector 7, Gurgaon",720.0,0,4,Unfurnished,2,north-west,Budget,New Property,1,2.95
1200.0,Independent House,sector 92,1,2,Signature Global City 92,600.0,0,2,Unfurnished,2,west,Semi-Luxury,New Property,0,1.12
900.0,Independent House,sector 7,0,1,JMV HOMES,900.0,0,1,Unfurnished,1,north-east,Budget,Old Property,0,1.6
2403.0,Independent Builder Floor,sector 47,1,3,"Malibu Town, Gurgaon",801.0,0,3,Unfurnished,2,east,Budget,Relatively New,1,3.5
1778.0,Flat,sector 90,1,3,dlf regal gardens,592.6666666666666,0,3,Unfurnished,3,north-east,Luxury,Relatively New,0,2.0
1261.0,Flat,sector 65,1,2,m3m heights,630.5,0,2,Semi-Furnished,3,north,Semi-Luxury,New Property,0,2.46
2160.0,Independent House,sector 50,0,3,Unitech Deerwood Chase,720.0,1,3,Semi-Furnished,2,east,Luxury,Moderately Old,1,8.9
2430.0,Independent Builder Floor,sector 67,1,4,Ansal API Versalia,607.5,1,4,Semi-Furnished,2,east,Luxury,Relatively New,1,2.69
1560.0,Flat,sector 81,1,3,vipul lavanya,520.0,0,3,Unfurnished,3,south,Budget,Moderately Old,0,1.42
700.0,Independent Builder Floor,sector 81,1,2,"Sector 81, Gurgaon",350.0,0,2,Unfurnished,3,north-east,Budget,Relatively New,0,1.15
1270.0,Flat,sector 84,1,2,alpha corp gurgaonone 84,635.0,0,2,Unfurnished,2,north-east,Semi-Luxury,Relatively New,0,1.45
1920.0,Flat,sector 66,1,4,emaar mgf the enclave,640.0,1,3,Unfurnished,2,north-east,Luxury,Relatively New,0,2.85
4680.0,Independent Builder Floor,sector 1,1,4,Ansals Palam Vihar,1170.0,0,4,Unfurnished,2,north-east,Semi-Luxury,New Property,1,3.8
1975.0,Flat,sector 65,1,4,emaar mgf emerald floors premier,493.75,1,4,Unfurnished,3,east,Luxury,Moderately Old,0,3.7
1467.0,Independent House,sector 57,0,2,"Sector 57, Gurgaon",733.5,0,2,Semi-Furnished,3,east,Semi-Luxury,New Property,0,7.5
1877.0,Flat,sector 67,1,3,ireo the corridors,625.6666666666666,0,3,Semi-Furnished,3+,east,Luxury,Relatively New,0,3.21
2700.0,Independent Builder Floor,sector 26,1,4,DLF Phase 1 Ultra Luxury Builder Floors,675.0,1,4,Semi-Furnished,2,north-east,Budget,New Property,1,4.65
1440.0,Independent House,sector 7,0,3,"Sector 7, Gurgaon",480.0,0,3,Unfurnished,2,north-east,Budget,Old Property,1,3.25
1935.0,Flat,sector 67,1,4,bestech park view spa next,645.0,1,3,Semi-Furnished,3,north-east,Semi-Luxury,Relatively New,0,2.93
2150.0,Flat,sector 89,1,4,ats marigold,716.6666666666666,1,3,Unfurnished,3+,north-east,Budget,Relatively New,0,2.6
2150.0,Flat,sector 54,1,3,dlf park place,716.6666666666666,1,3,Semi-Furnished,3,north,Budget,Old Property,0,7.15
2800.0,Independent Builder Floor,sector 84,1,4,SS Linden Floors,700.0,0,4,Unfurnished,2,not available,Luxury,New Property,0,3.5
2480.0,Flat,sector 50,1,4,the close south,826.6666666666666,1,3,Semi-Furnished,3+,north-west,Luxury,Moderately Old,0,4.38
2430.0,Independent House,sector 109,0,5,International City by SOBHA Phase 2,486.0,1,5,Unfurnished,3+,east,Luxury,Relatively New,0,9.25
2156.0,Flat,sector 58,1,4,ireo the grand arch,718.6666666666666,1,3,Unfurnished,1,east,Semi-Luxury,Relatively New,0,5.1
1508.0,Flat,sector 62,1,2,emaar digihomes,754.0,1,2,Unfurnished,2,east,Semi-Luxury,Relatively New,0,3.5
4500.0,Independent House,sector 49,0,4,"Rosewood City, Gurgaon",1125.0,0,4,Unfurnished,3,not available,Budget,Relatively New,1,8.5
4293.0,Independent Builder Floor,sector 54,1,4,"Suncity, Gurgaon",1073.25,1,4,Unfurnished,2,west,Budget,New Property,0,6.7
15000.0,Independent House,sector 26,0,7,Luxurious Villa dlf Phase-1,2142.8571428571427,1,7,Furnished,3+,north-west,Luxury,Relatively New,1,37.0
1485.0,Flat,sector 67,1,2,ireo the corridors,742.5,0,2,Unfurnished,2,north,Semi-Luxury,Relatively New,0,2.5
2149.0,Flat,sector 102,1,4,conscient heritage max,716.3333333333334,1,3,Unfurnished,3+,north-east,Luxury,Relatively New,0,2.95
